"","lat","long","x"
"789",42.3600825,-71.0588801,37
"790",42.308848,-71.055892,1
"791",42.3538818,-71.0518966,1
"792",42.2079017,-71.0040013,2
"793",42.2528772,-71.0022705,1
"794",42.4136428,-70.9915997,1
"795",42.7250918,-70.9911659,1
"796",42.427081,-70.9837369,1
"797",42.466763,-70.9494938,1
"798",42.4709437,-70.9175562,1
"799",42.1306563,-70.9161551,1
"800",41.6376043,-70.9036487,1
"801",42.51954,-70.8967155,1
"802",43.1978624,-70.8736698,1
"803",43.9653889,-70.8226541,5
"804",43.0751946,-70.760349,1
"805",42.195929,-70.7258633,1
"806",41.9584457,-70.6672621,1
"807",41.7003208,-70.3002024,1
"808",41.6687897,-70.2962408,2
"809",43.661471,-70.2553259,1
"810",43.656721,-70.250557,1
"811",44.100351,-70.2147764,1
"812",44.2300698,-69.7753222,1
"813",45.253783,-69.4454689,3
"814",46.585532,-64.985716,1
"815",44.6487635,-63.5752387,1
"816",46.2486851,-60.851817,1
